object_id,ein,GrntRcrdsMntndInd,SbttlOffcsCnt,SbttlEmplysCnt,SbttlSpntAmt,CntnttnTtlOffcCnt,CntnttnTtlOffcCnt,CntnttnTtlEmplyCnt,CntnttnTtlEmplyCnt,CntntnSpntAmt,TtlOffcCnt,TtlEmplyCnt,TtlSpntAmt,Ttl501c3OrgCnt,TtlOthrOrgCnt,TrnsfrTFrgnCrpInd,IntrstInFrgnTrstInd,FrgnCrpOwnrshpInd,PssvFrgnInvstmstCInd,FrgnPrtnrshpInd,BycttCntrsInd
201443159349302919,042104451,-,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0
201443189349301799,410693962,-,0,0,2910546,0,0,0,0,65628350,0,0,68538896,-,-,1,0,0,1,1,0
201403529349300205,580566143,1,0,0,32980,0,0,0,0,0,0,0,32980,-,1,0,0,0,0,0,0
201403469349300145,596046500,false,1,14,177000,-,-,-,-,-,1,14,177000,-,-,false,false,false,false,false,false
201433469349300968,980042539,1,-,-,-,-,-,-,-,-,1,3642,240587359,0,0,0,0,0,0,0,0
201423129349300002,566049935,0,0,260,748000,0,0,0,0,0,0,260,748000,-,-,0,0,0,0,0,0
201443189349300214,410698301,-,0,36,2220628,0,0,0,0,245521,0,36,2466149,-,-,0,0,0,0,0,0
201433189349304123,390821861,1,0,0,220892,0,0,0,0,0,0,0,220892,-,-,0,0,0,0,0,0
201423219349310327,430652649,-,0,2,83043,0,0,0,0,0,0,2,83043,-,-,0,0,0,0,0,0
201433239349300603,750827421,true,-,-,7132974,-,-,-,-,-,-,-,7132974,-,-,true,false,true,true,true,false
201433439349300608,410789397,-,1,2,13317,-,-,-,-,-,1,2,13317,-,-,false,false,false,false,false,false
201400519349300405,470938240,true,1,1,286524,-,-,-,-,-,1,1,286524,-,-,false,false,false,false,false,false
201411259349301806,454971921,-,0,0,161856,0,0,0,0,0,0,0,161856,-,-,0,0,0,0,0,0
201402549349300300,522242995,-,-,-,-,-,-,-,-,-,-,-,-,-,2,false,false,false,false,false,false
201442549349300249,010833168,true,-,-,87500,-,-,-,-,-,-,-,87500,-,-,false,false,false,false,false,false
201441609349300709,486106237,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0
201421679349300807,020332032,-,0,0,885733,0,0,0,0,0,0,0,885733,-,-,0,0,1,1,1,0
201442269349302124,208913609,true,1,-,1,-,-,-,-,-,1629414,0,1629414,-,-,-,-,-,-,-,-
201442529349300509,830454800,false,1,3,35736,-,-,-,-,-,1,3,35736,-,1,false,false,false,false,false,false
201402559349300200,350715530,-,-,-,37630,-,-,-,-,-,-,-,37630,-,-,false,false,false,false,false,false
201412589349300546,631222148,1,10,0,115400,0,0,0,0,0,10,0,115400,0,0,0,0,0,0,0,0
201412879349300241,344429091,-,-,-,4195848,-,-,-,-,-,-,-,4195848,-,-,true,false,true,true,true,false
201442879349300724,350868095,-,-,-,276359,-,-,-,-,-,-,-,276359,-,-,false,false,false,false,false,false
201422819349300432,620819352,1,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0
201423149349302187,420686467,-,0,0,242441,0,0,0,0,0,0,0,242441,-,-,1,0,0,0,0,0
201433179349304333,250965603,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0,0,0,0,0
201423169349303627,350886846,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
201443159349301729,450231180,1,0,9,102050,0,0,0,0,0,0,9,102050,-,-,0,0,0,0,0,0
201423149349300402,362167792,-,-,-,1050000,-,-,-,-,-,-,-,1050000,-,-,false,false,false,false,false,false
201403029349300540,150532053,-,0,3,5878568,0,0,0,0,0,0,3,5878568,-,-,0,0,1,0,0,0
201413009349301051,420680460,-,0,31,967372,0,0,0,0,0,0,31,967372,-,-,1,0,1,1,1,0
201423019349300242,580593438,true,-,-,4755917,-,-,-,-,-,-,-,4755917,1,-,false,false,false,false,false,false
201423039349300627,640303086,-,0,0,8723186,0,0,0,0,0,0,0,8723186,-,-,0,0,1,1,0,0
201412959349301051,350868181,-,1,2,1928139,0,0,0,0,0,1,2,1928139,-,-,0,0,0,0,0,0
201403159349302465,251065148,0,0,3,1114777,0,0,0,0,1840,0,3,1116617,-,-,0,0,0,0,0,0
201443429349300414,166031585,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
201433469349300143,237069575,1,-,-,-,-,-,-,-,-,3,9086,767898581,124,0,0,0,0,0,0,0
201403459349300820,560767736,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false
201413449349300111,530196583,-,-,-,-,-,-,-,-,-,1,33,2781924,-,-,true,false,true,true,false,false
201443219349309969,510305893,-,0,1,249600,0,0,0,0,0,0,1,249600,-,-,0,0,0,0,0,0
201443189349304694,540646523,-,0,0,85957,0,0,0,0,0,0,0,85957,-,-,0,0,0,0,0,0
201403529349300320,620475691,-,-,-,-,-,-,-,-,-,0,0,178191,-,-,0,0,0,0,0,0
201443219349303279,320164159,0,0,1,819905,0,0,0,0,0,0,1,819905,-,-,0,0,0,0,0,0
201443459349300649,986001141,1,-,-,-,-,-,-,-,-,2,14524,4272477000,0,0,0,0,0,0,0,0
201403189349307150,141338310,-,-,-,9005000,-,-,-,-,-,-,-,9005000,-,-,true,false,false,false,false,false
201413189349308606,912132082,true,-,3,63816,-,-,-,-,-,-,3,63816,-,-,false,false,false,false,false,false
201403189349304090,462795989,-,0,0,336894,0,0,0,0,0,0,0,336894,-,-,0,0,0,0,0,0
201433109349301543,203695075,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
201443079349301744,980149857,true,1,732,108577201,-,-,-,-,-,1,732,108577201,-,-,false,false,false,false,false,false
201413159349301026,426081293,-,0,0,1007742,0,0,0,0,0,0,0,1007742,-,-,0,0,0,0,0,0
201433169349302723,480543766,true,-,-,3484733,-,-,-,-,-,-,-,3484733,-,-,false,false,true,true,false,false
201423179349304652,136171197,-,-,-,229460989,-,-,-,-,-,-,-,229460989,-,-,true,false,true,true,true,false
201403179349306665,381359083,true,-,-,131191,-,-,-,-,-,-,-,131191,-,-,false,false,false,false,false,false
201423169349304182,541954969,-,-,40,86813,-,-,-,-,-,-,40,86813,-,-,false,false,false,false,false,false
201403189349308035,330728290,-,-,8,247525,-,-,-,-,-,-,8,247525,-,-,false,false,false,false,false,false
201403219349308850,230973290,1,2,0,31734,0,0,0,0,0,2,0,31734,-,-,0,0,0,0,0,0
201403219349309665,650216638,true,4,242,3580307,-,-,-,-,-,4,242,3580307,-,-,false,false,false,false,false,false
201403149349302850,420730347,-,0,0,15028991,0,0,0,0,0,0,0,15028991,-,-,1,0,0,1,1,0
201412879349300846,410694721,1,3,10,9947413,2,2,16,16,2162227,5,26,12109640,-,-,1,0,1,0,0,0
201413159349301816,912120259,-,0,5,42000,0,0,0,0,0,0,5,42000,-,-,0,0,0,0,0,0
201422909349300622,910615846,-,0,0,168432,0,0,0,0,356516,0,0,524948,-,-,0,0,0,0,0,0
201422879349301102,391399196,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0
201423459349300127,580644897,-,0,2,22122,0,0,0,0,0,0,2,22122,-,-,0,0,0,0,0,0
201423179349303597,710430687,false,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,true,true,false
201423289349300917,480543715,-,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false
201413219349309506,116039909,true,1,26,799570,-,-,-,-,-,1,26,799570,1,-,false,false,false,false,false,false
201413219349310941,731679393,false,1,-,-,-,-,-,-,-,1,-,-,-,-,false,false,false,false,false,false
201442949349300319,912163512,true,-,-,-,-,-,-,-,-,-,-,-,1,-,false,false,false,false,false,false
201433369349300703,590624459,true,-,-,-,-,-,-,-,-,0,0,5951381,-,-,true,false,true,false,false,false
201433159349303168,260833212,true,-,-,-,-,-,-,-,-,-,-,-,-,-,false,false,false,false,false,false
201433169349301138,430471057,-,-,-,6248862,-,-,-,-,-,-,-,6248862,-,-,false,false,true,true,false,false
201432889349300313,420680323,-,0,0,316045,0,0,0,0,0,0,0,316045,-,-,0,0,1,0,0,0
201402949349301055,840600653,-,0,0,546575,0,0,0,0,0,0,0,546575,-,-,0,0,0,0,0,0
201433179349305078,362166964,-,0,0,574429,0,0,0,0,0,0,0,574429,-,-,0,0,0,1,0,0
